"DBA4","2019-03-31","0126C48A1B","DE","FRAU","2B06BB26BE","","B09647C75D","","1979-07-31","F",""
"DBA4","2019-03-31","012C61575E","NL","16","95A8116A62","","7098BCC25D","","1978-04-05","M",""
"DBA4","2019-03-31","013E91C3CD","DE","HERR","DB0A0BE50E","","154688F190","","2003-02-16","M",""
"DBA4","2019-03-31","0174BC297B","NL","55","9B9CDDE35C","","C74B524E14","","1959-07-26","M",""
"DBA4","2019-03-31","018BA80D35","DE","HERR","E3DF7503F1","","F64D8FD56C","","1964-10-23","M",""
"DBA4","2019-03-31","018CE12227","NL","60","35A346ED89","","3E65255D58","","2014-01-27","F",""
"DBA4","2019-03-31","01998A099D","DE","FRAU","52A9F95946","","33FA5CB236","","2017-10-15","F",""
"DBA4","2019-03-31","019B15146E","NL","DD","7647B2D875","","47957B3411","","1972-07-19","F",""
"DBA4","2019-03-31","01A5D999A1","NL","C4","AB209211F7","","FF7A0CEAE4","","1960-06-08","F",""
"DBA4","2019-03-31","01A6E9B174","DE","FRAU","1DB9203B74","","FB82587064","","1975-02-22","F",""
"DBA4","2019-03-31","01ACBF14DE","NL","0B","0FDDCB1A63","","6BBBA70844","","1962-02-20","F",""
"DBA4","2019-03-31","01B2358E14","NL","DD","713B5AFD1F","","5133AFB7DF","","1987-07-15","M",""
"DBA4","2019-03-31","01D7F5CAE2","DE","HERR","67DC385DC3","","26988F82FE","","1974-01-17","M",""
"DBA4","2019-03-31","01D95355CF","DE","FRAU","C18C2132E1","","DE539895D0","","1989-09-15","F",""
"DBA4","2019-03-31","01EDA4FCD9","AT","BF","904E722874","","080804B915","","1976-08-27","M",""
"DBA4","2019-03-31","01F8BD0E02","DE","HERR","4F6A984D44","","CAEC8CD4D9","","2014-06-24","M",""
"DBA4","2019-03-31","0201314B69","NL","FB","41991E9BE5","","BB98CBDD8B","","1965-09-16","M",""
"DBA4","2019-03-31","021B1EC5F3","NL","D2","20D0817BD4","","CDA6480CCC","","1986-05-20","F",""
"DBA4","2019-03-31","0230A6F4DA","DE","FRAU","E17D6971DC","","25267765A9","","1969-07-05","F",""
"DBA4","2019-03-31","023264B784","DE","FRAU","78D70272C4","","83E5D798ED","","1984-06-25","F",""
"DBA4","2019-03-31","0239FF5286","DE","FRAU","A27B7687F8","","E219F12F41","","2006-03-13","F",""
"DBA4","2019-03-31","023B5BAAD0","DE","FRAU","4E626474AC","","BCF8D2BEF8","","1983-05-12","F",""
"DBA4","2019-03-31","024E82ED40","DE","FRAU","8AB9854EBF","","FC8498B2E7","","2002-06-28","F",""
"DBA4","2019-03-31","025F01635A","DE","FRAU","85FA3ED9A3","","FD1AA094A8","","1968-10-28","F",""
"DBA4","2019-03-31","0262F6197A","DE","FRAU","8D3844E47A","","7DCEC322D1","","1966-11-21","F",""
"DBA4","2019-03-31","0272662F38","DE","FRAU","45638401AE","","17667C61AC","","2010-02-16","F",""
"DBA4","2019-03-31","027A2F3E72","DE","FRAU","C4095207F5","","42B87558B0","","1966-03-05","F",""
"DBA4","2019-03-31","027C52C61E","NL","BF","47F1E79216","","E92C45D0ED","","1974-12-12","F",""
"DBA4","2019-03-31","027D4C2329","DE","HERR","A574620EDE","","51DA49614D","","1968-01-27","M",""
"DBA4","2019-03-31","0284A6B994","DE","FRAU","B34C6C0FD0","","A261491CB3","","1988-10-31","F",""
"DBA4","2019-03-31","02924F5CDC","DE","HERR","EF4F031073","","D5381301A2","","2004-02-11","M",""
"DBA4","2019-03-31","029B1D9263","NL","47","079A79A9D9","","31EA6EC45B","","1971-05-22","F",""
"DBA4","2019-03-31","02B00D5CB6","NL","58","97A9D330E2","","C15185F85D","","1989-03-14","F",""
"DBA4","2019-03-31","02B5E4E9E5","DE","FRAU","28FABBAAFF","","BBF5BEE72E","","1992-12-15","F",""
"DBA4","2019-03-31","02D082011E","NL","23","F05576CE78","","F643EAA496","","1975-12-17","M",""
"DBA4","2019-03-31","02D3D745DE","NL","BA","6A7259238B","","77BE6B538B","","1981-07-19","M",""
"DBA4","2019-03-31","02D7DEC79A","NL","2A","BB67DA9579","","2CB9B68526","","2016-02-25","M",""
"DBA4","2019-03-31","02DFCA8141","DE","HERR","67DC385DC3","","B62A903DBF","","1995-04-30","M",""
"DBA4","2019-03-31","02E7CE3A2B","NL","36","79B12CCFA1","","87EC4A0551","","1969-03-15","M",""
"DBA4","2019-03-31","02ECB01B02","DE","FRAU","19E2B85CF6","","47E1C7325F","","1960-03-13","F",""
"DBA4","2019-03-31","02EF8DAFA0","DE","FRAU","03A9089C1F","","ED56824AEB","","1985-03-12","F",""
"DBA4","2019-03-31","02F9C7F7F7","NL","22","DD65AA490A","","BE93682613","","1965-01-16","M",""
"DBA4","2019-03-31","0304C8980B","DE","FRAU","76B6ACEE98","","76B2D1CC04","","1970-01-26","F",""
"DBA4","2019-03-31","031EAD7424","NL","77","D660792F6F","","31B61F9BD5","","1970-06-20","F",""
"DBA4","2019-03-31","0325D62F51","NL","76","93E5493826","","089D9C2BC2","","1990-09-02","M",""
"DBA4","2019-03-31","03419C9330","DE","FRAU","0CE672399D","","55BBC4FBE5","","1977-08-04","F",""
"DBA4","2019-03-31","03427E49BB","NL","40","7DA3286139","","C5D0EC93E3","","2004-11-22","M",""
"DBA4","2019-03-31","03465B6A33","DE","FRAU","FAB863A036","","A22D625DA9","","2015-01-27","F",""
"DBA4","2019-03-31","034838E25D","NL","57","DCB8E2B1B3","","83B01A5783","","1980-01-08","M",""
"DBA4","2019-03-31","034BCA577F","NL","96","7BD1F04E11","","C69C5D54C4","","2003-11-13","F",""
"DBA4","2019-03-31","03541103BE","NL","EA","82E5C9D646","","EB217A25DC","","2014-11-23","M",""
"DBA4","2019-03-31","03567E48F1","DE","HERR","2B026F540D","","D012587C3A","","1992-09-05","M",""
"DBA4","2019-03-31","0357C87E10","NL","40","A6D6A2FDF8","","FDB6F1FEB0","","1982-11-09","F",""
"DBA4","2019-03-31","03651E1284","DE","HERR","1492392B4D","","9ADDD9FA31","","1984-12-16","M",""
"DBA4","2019-03-31","03659D8B5D","NL","82","83E944DD68","","19FECB32E9","","1976-10-25","F",""
"DBA4","2019-03-31","036EDF15A4","NL","82","62018A02BB","","9840AF45BA","","2006-09-11","F",""
"DBA4","2019-03-31","0378C25A74","NL","40","215100B8B5","","A3D36525FE","","2010-05-02","F",""
"DBA4","2019-03-31","039774B0BF","DE","FRAU","310C9FB47E","","BB3FD8CB45","","1977-08-21","F",""
"DBA4","2019-03-31","03AB5C8F2E","DE","FRAU","03A9089C1F","","A332F1B302","","2017-06-10","F",""
"DBA4","2019-03-31","03BC28623C","NL","EB","DDD831F630","","C64FFDB27E","","1989-12-21","M",""
"DBA4","2019-03-31","03BC4627B5","DE","HERR","EA305D5B42","","4FA8A14FF2","","2005-01-23","M",""
"DBA4","2019-03-31","03C90AFF0F","GB","FRAU","14633CE847","","D69FE4FA5E","","2004-10-11","F",""
"DBA4","2019-03-31","03D94C1F4A","DE","FRAU","A045367CA8","","2D2DB98A83","","1996-07-26","F",""
"DBA4","2019-03-31","041CE4C33A","DE","FRAU","FEAF1B7C55","","F8A1E94164","","1965-03-24","F",""
"DBA4","2019-03-31","04367B50F7","NL","EA","6602D3DAF8","","DB638C8803","","2004-01-13","F",""
"DBA4","2019-03-31","0453450112","NL","5D","5AE3FAA60C","","3BA29A22CF","","1984-02-14","M",""
"DBA4","2019-03-31","0484D79539","DE","FRAU","7954B3E624","","F0607AB067","","1959-05-05","F",""
"DBA4","2019-03-31","04885C2CF3","DE","FRAU","29BB32F345","","E0FE5D9ACC","","1965-04-06","F",""
"DBA4","2019-03-31","04C0379B64","DE","HERR","E3BEC3532A","","FCA1770447","","2013-04-27","M",""
"DBA4","2019-03-31","04C5ABA7ED","DE","FRAU","29BB32F345","","ED6D4AA253","","2014-05-29","F",""
"DBA4","2019-03-31","04C78A4313","NL","DD","0CBB1E05D5","","B6FF70923E","","1997-01-21","F",""
"DBA4","2019-03-31","04E2A1ADBF","DE","FRAU","5EB1A6330C","","633BC97E36","","1984-09-16","F",""
"DBA4","2019-03-31","04FC84C0AB","DE","FRAU","87DD1E97C2","","06974EA066","","1996-03-17","F",""
"DBA4","2019-03-31","04FD5ACF38","NL","21","02641FCD69","","B4249F95A9","","1985-07-09","M",""
"DBA4","2019-03-31","0508111895","DE","HERR","F287ADC460","","B98A4F17C6","","1984-12-01","M",""
"DBA4","2019-03-31","0534DA873B","NL","C1","63CF3EDA31","","D1598228C9","","1994-10-24","F",""
"DBA4","2019-03-31","05492CBA92","DE","HERR","4E878588E0","","31D46401C5","","1972-07-08","M",""
"DBA4","2019-03-31","054F0C3E51","NL","81","2CEEF11DCF","","1082B15A1F","","1972-02-12","F",""
"DBA4","2019-03-31","0568717646","NL","F3","960252B7DE","","303E3FED08","","1990-09-14","M",""
"DBA4","2019-03-31","05689590FF","DE","HERR","2FEEDDE9FE","","F006C1ADB0","","1995-04-03","M",""
"DBA4","2019-03-31","056C2CBEC4","DE","HERR","7BB8C000F4","","8771D7A1D2","7C3B","2004-01-30","M",""
"DBA4","2019-03-31","057583AD11","DE","FRAU","AAA4F9D611","","7EC6A9066B","","1992-03-15","F",""
"DBA4","2019-03-31","057EA1E1F6","NL","E2","7C95A3A9AE","","B829FC424F","","1963-03-17","M",""
"DBA4","2019-03-31","0582C580D3","DE","HERR","AEBE381A79","","18850A2EE3","","1961-09-17","M",""
"DBA4","2019-03-31","058C51A2BD","DE","HERR","234EA437C7","","F613E56F0A","","2013-03-19","M",""
"DBA4","2019-03-31","059519DC7A","DE","HERR","B917091E11","","DBB11D64FB","","1973-05-28","M",""
"DBA4","2019-03-31","059FEC6FE6","DE","FRAU","29BB32F345","","F711C515EC","","1978-04-03","F",""
"DBA4","2019-03-31","05A07D61EB","NL","23","0BAF4D4C8B","","D070B5D055","","1994-02-12","M",""
"DBA4","2019-03-31","05C67E8E05","DE","HERR","829475D84F","","D58364B526","","1991-10-14","M",""
"DBA4","2019-03-31","05F789666F","NL","C6","7536BB01B7","","87F0EC1B1F","","1999-11-12","M",""
"DBA4","2019-03-31","0606F12C4B","DE","FRAU","8B9CB0A145","","4D5084F1F7","","2006-05-06","F",""
"DBA4","2019-03-31","060D93A6D0","DE","FRAU","063605AF87","","7CABB229CE","","1995-09-24","F",""
"DBA4","2019-03-31","0614EAC069","DE","HERR","E9B05341EB","","F771F1C237","","1995-11-03","M",""
"DBA4","2019-03-31","06166D693F","NL","DF","E8F34B368E","","7D808FFA45","","2008-02-21","F",""
"DBA4","2019-03-31","0631CDDAEE","NL","6F","752B048C76","","B3FE43A434","","1959-08-22","M",""
"DBA4","2019-03-31","0663F5EE9F","DE","FRAU","B3D5C09E15","","8B9792553C","","2002-06-15","F",""
"DBA4","2019-03-31","0664B4955C","DE","FRAU","A27B7687F8","","946E08B5D8","","1998-05-11","F",""
"DBA4","2019-03-31","067CE052A0","DE","FRAU","3B291C1EB8","","7AB0ECD3BF","","2002-05-19","F",""
"DBA4","2019-03-31","0692ACD013","DE","FRAU","173D027FA7","","5F5CB3BB59","","1999-06-28","F",""
"DBA4","2019-03-31","06A2E2808E","NL","D2","76ED57D76E","","4BB77C0081","","1976-05-07","M",""
"DBA4","2019-03-31","06B3DF82EA","NL","9F","77A1C90510","","18FCD3F01D","","1998-02-22","M",""
"DBA4","2019-03-31","06D1019D0C","DE","HERR","C2930DB004","","99D16D1CFD","","1995-12-30","M",""
"DBA4","2019-03-31","06D15D4EF4","NL","E4","3057304D2F","","D600906703","","2003-04-07","M",""
"DBA4","2019-03-31","06F60B1033","NL","6F","1CC35822AB","","C2C2569E7A","","1967-11-09","M",""
"DBA4","2019-03-31","0706D7AEB7","NL","69","F87567F215","","C0D4435F82","","1967-03-08","M",""
"DBA4","2019-03-31","0723ABD169","DE","FRAU","47F0F25EFA","","9D2EEC9CE4","","2007-07-17","F",""
"DBA4","2019-03-31","0725A88536","NL","54","00CA8FC85A","","AF80CDF8D7","","1977-11-18","F",""
"DBA4","2019-03-31","0729C575AB","NL","82","B9D8881709","","CD30BE633D","","1991-07-01","F",""
"DBA4","2019-03-31","073BB31B64","DE","HERR","FBD40A56B9","","0DB0B7F460","","2008-06-25","M",""
"DBA4","2019-03-31","074E208657","DE","HERR","F972DCD56E","","5F4B3F2276","","1980-05-28","M",""
"DBA4","2019-03-31","0750186BEE","DE","FRAU","67494E3D84","","1D94423BA5","","1965-02-04","F",""
"DBA4","2019-03-31","07520F2F92","DE","FRAU","A026668F23","","FE973176B5","","2015-12-26","F",""
"DBA4","2019-03-31","075752FEB6","DE","HERR","C1AE8AA618","","D3B00F707D","","1989-02-24","M",""
"DBA4","2019-03-31","0760945534","DE","FRAU","9EFEDA50E5","","13A4E8AFD9","","1999-07-01","F",""
"DBA4","2019-03-31","07665FAB04","DE","FRAU","CD5394531B","","E5E4313FE3","","1966-10-25","F",""
"DBA4","2019-03-31","076AB02101","DE","HERR","C1AE8AA618","","17E36145B5","","2005-01-24","M",""
"DBA4","2019-03-31","076C99A62D","NL","AB","0184ACEC33","","54F210CA4F","","1971-11-06","M",""
"DBA4","2019-03-31","07745710A0","RU","FRAU","AFB595D0A5","","718073340D","","2003-12-27","F",""
"DBA4","2019-03-31","07875D5702","DE","FRAU","3E6F1BA9AC","","075B293B18","","1977-03-07","F",""
"DBA4","2019-03-31","078D6365EA","DE","HERR","2CEED54C61","","BD0473FE5F","","2016-12-13","M",""
"DBA4","2019-03-31","07C474B2D9","DE","HERR","370F72B551","","932E670ED7","","2006-02-04","M",""
"DBA4","2019-03-31","07C92AE4F0","NL","16","787D888729","","AEE60DC688","","2006-10-22","M",""
"DBA4","2019-03-31","07E9FFCF96","DE","HERR","DACC240C43","","778E0ABEF0","","1966-08-23","M",""
"DBA4","2019-03-31","07FF1D327E","NL","2F","A686A85933","","11D798FC38","","2017-09-12","M",""
"DBA4","2019-03-31","08022482B3","NL","69","D07527E122","","6894C7ED5F","","2012-03-12","M",""
"DBA4","2019-03-31","08051433CF","NL","D2","38DDF3387C","","08EF867FB5","","2017-09-04","M",""
"DBA4","2019-03-31","0809A75838","DE","FRAU","C3AA3E0910","","D37595E9EA","","2003-10-16","F",""
"DBA4","2019-03-31","0837CFD170","NL","64","804B550A78","","728BF071AB","","2011-06-20","M",""
"DBA4","2019-03-31","0854A60F9F","DE","HERR","ED1CF79D85","","77ADB7D1DE","","1960-03-18","M",""
"DBA4","2019-03-31","0854B247C6","DE","FRAU","42F70D1C92","","E2280E4291","","1977-09-21","F",""
"DBA4","2019-03-31","0860C394D7","DE","HERR","997C800BB0","","FDB44B8C53","","2009-07-29","M",""
"DBA4","2019-03-31","0870F25B9C","NL","18","19413B079C","","0D347A672D","","1963-01-17","M",""
"DBA4","2019-03-31","08717E0318","NL","9E","7B1578D87A","","46DE1677B6","","1973-10-15","M",""
"DBA4","2019-03-31","087BE16633","DE","FRAU","531C2EDA5B","","E989262D72","","1998-03-17","F",""
"DBA4","2019-03-31","08810AF10F","NL","0E","AA95014D9B","","D8356B8D4A","","2017-10-11","M",""
"DBA4","2019-03-31","0895758202","DE","HERR","8F81DA0DCC","","32F5AF7E0D","","1966-08-24","M",""
"DBA4","2019-03-31","08AC9621E8","NL","19","CBD52348E6","","02A19C4D1F","","2007-11-09","M",""
"DBA4","2019-03-31","08C3F5CAFC","DE","FRAU","97B04F4AB3","","1F8933E5C5","","1963-11-07","F",""
"DBA4","2019-03-31","08C69313F7","DE","HERR","FD2156A48B","","E8606298A9","","2015-02-04","M",""
"DBA4","2019-03-31","08C9DF19D3","DE","HERR","7C1259801E","","C07876CC22","","1984-03-12","M",""
"DBA4","2019-03-31","08DD23F368","NL","64","1842E05C21","","9899AB46A9","","1990-12-10","M",""
"DBA4","2019-03-31","08F8D7B173","DE","FRAU","B1C9FDBDD9","","75FF2A3824","","2004-12-25","F",""
"DBA4","2019-03-31","09144641B7","DE","FRAU","202E1DBF46","","AA9509B803","","1973-12-02","F",""
"DBA4","2019-03-31","0918051AA4","NL","40","9ADB41F2A6","","B4019B5158","","2009-08-08","M",""
"DBA4","2019-03-31","091E191E7C","NL","B1","75EC2D43DA","","34B4C0F167","","2011-01-11","M",""
"DBA4","2019-03-31","09203E6ABF","DE","FRAU","8D8E9FEF82","","111AA1D643","","1976-02-16","F",""
"DBA4","2019-03-31","092DD0F54B","DE","HERR","A2B7E87477","","4F9A9FD139","7C3B","1995-08-13","M",""
"DBA4","2019-03-31","09381F7477","DE","HERR","4DE55DA1B6","","AB73D0351D","","1985-06-09","M",""
"DBA4","2019-03-31","093A27C509","DE","FRAU","52CBFB017F","","8C95EF4005","","1975-09-27","F",""
"DBA4","2019-03-31","09499FD425","DE","HERR","102FD500F8","","33937E3B0C","","2012-06-06","M",""
"DBA4","2019-03-31","094B02A34C","DE","HERR","41546F561A","","4A0E3389B7","","2018-10-12","M",""
"DBA4","2019-03-31","094DCDF8E8","DE","FRAU","4DDAC819A2","","D936F774CD","","1978-03-12","F",""
"DBA4","2019-03-31","094FDDEF28","DE","HERR","3911DD55ED","","FBEF4C91B8","","1963-01-10","M",""
"DBA4","2019-03-31","095BB5E356","DE","HERR","B16243F8B2","","04B7E748C7","","2006-06-11","M",""
"DBA4","2019-03-31","09670D0A60","DE","HERR","FEEAF81E40","","1A85F85CD5","","1987-12-13","M",""
"DBA4","2019-03-31","096D2A0E18","DE","HERR","E8A5CD009A","","73BAEE0FC4","","1960-08-27","M",""
"DBA4","2019-03-31","09704E5AB6","NL","DE","96D8F2113B","","29BE6C40F4","","2008-12-07","F",""
"DBA4","2019-03-31","0974AF6AFC","NL","69","6D9A1B7B3F","","973D8005C0","","1997-10-08","F",""
"DBA4","2019-03-31","09760D0E19","DE","FRAU","7B60C43A9E","","23956E038C","","1994-11-11","F",""
"DBA4","2019-03-31","097C7300F2","NL","3C","728686B0D9","","B05C017361","","2009-04-04","M",""
"DBA4","2019-03-31","099B48B01D","DE","HERR","609A5E9BD7","","4A3A03AE3B","","1984-10-22","M",""
"DBA4","2019-03-31","09BC8E8F90","DE","HERR","63E9DE3990","","9B85BBD481","","1965-12-02","M",""
"DBA4","2019-03-31","09C0FF267A","NL","A9","AC624AE0D8","","08E52D9EB5","","1964-04-16","M",""
"DBA4","2019-03-31","09CA5D7F1F","DE","HERR","38CD0FEBA9","","6F52DEB7BE","","2017-05-04","M",""
"DBA4","2019-03-31","09CB4C1E8B","DE","FRAU","1F6D53FE1B","","DD974FE114","","2015-02-14","F",""
"DBA4","2019-03-31","09D95468F2","DE","FRAU","E1B46AA510","","FE917A6393","","2011-03-28","F",""
"DBA4","2019-03-31","09F961F2F7","DE","HERR","812349F7F6","","D9ACEDBD38","","1970-12-02","M",""
"DBA4","2019-03-31","0A0FF032FE","NL","76","2CEEF11DCF","","B6AD074D3E","","2016-01-22","F",""
"DBA4","2019-03-31","0A1C252E9C","NL","7A","03D5D8B61D","","C720D765B6","","1972-02-22","M",""
"DBA4","2019-03-31","0A2B2C7B00","DE","HERR","7CFE73A622","","82F4840ED2","","1972-03-10","M",""
"DBA4","2019-03-31","0A3B0BC66E","NL","69","D5216D56CF","","27EAB31634","","1991-11-19","M",""
"DBA4","2019-03-31","0A434F4B54","NL","D2","E68564F23E","","F4753B764E","","1969-08-06","M",""
"DBA4","2019-03-31","0A46B3CD2C","NL","CB","B1D22B166F","","AB1251540D","","1959-06-14","M",""
"DBA4","2019-03-31","0A517F7260","DE","HERR","50497A34A7","","97870A9223","","1962-11-10","M",""
"DBA4","2019-03-31","0A616D9A59","NL","94","565E85A16E","","34C1AFCB07","","2014-10-05","M",""
"DBA4","2019-03-31","0A6B34CAD8","DE","HERR","FD25A8CFE0","","B54210B7FC","","1988-04-03","M",""
"DBA4","2019-03-31","0A78A45AC8","DE","FRAU","D5B847A268","","E5F4D5D02C","","1988-12-18","F",""
"DBA4","2019-03-31","0A89027D5E","NL","7E","E3BBE02563","","06E1E60CD0","","1986-05-08","M",""
"DBA4","2019-03-31","0AC76B1FD5","NL","81","92735F1449","","E1D275DBE5","","1982-07-21","M",""
"DBA4","2019-03-31","0AC98F079A","NL","12","DEF7E31046","","55649C30FC","","2013-08-18","M",""
"DBA4","2019-03-31","0AD2CA2991","DE","FRAU","A4D16CF0C8","","C7F4A40E78","","2000-12-22","F",""
"DBA4","2019-03-31","0AD330A2A3","NL","AC","E6B6330EC0","","FCAC1A101F","","1960-02-06","M",""
"DBA4","2019-03-31","0ADEA865E6","NL","81","EE04125379","","C5E41FA220","","1972-05-27","F",""
"DBA4","2019-03-31","0AEE703CE4","DE","HERR","DB0A0BE50E","","7ED3CEE758","","1995-03-03","M",""
"DBA4","2019-03-31","0AF52DC0F6","DE","FRAU","D0BFAD5392","","D55A21F065","","2007-05-25","F",""
"DBA4","2019-03-31","0B13508B9B","DE","HERR","FD2156A48B","","24D6A54DF4","","1962-06-22","M",""
"DBA4","2019-03-31","0B27B6EBCB","NL","DD","C2447A59B3","","2494D9F644","","1971-08-26","F",""
"DBA4","2019-03-31","0B3098E712","DE","FRAU","07B9AF1D7F","","82ADFDCBC6","","1989-05-30","F",""
"DBA4","2019-03-31","0B3BCC14B9","DE","FRAU","0CAF3544AA","","9ADDD9FA31","","1979-08-04","F",""
"DBA4","2019-03-31","0B7C62DD1D","DE","HERR","344F90D154","","12FB8B1899","","1969-01-10","M",""
"DBA4","2019-03-31","0B7F5F15A9","DE","FRAU","3455429CAF","","0B25BC8ACF","","2008-11-13","F",""
"DBA4","2019-03-31","0B88646D51","NL","1A","889B711090","","76BF1508C0","","1960-07-09","F",""
"DBA4","2019-03-31","0B9A66A20E","DE","FRAU","F890E65868","","ABA7B5179C","","1999-09-17","F",""
"DBA4","2019-03-31","0BB8C8FDB8","DE","HERR","0935383C20","","D3524DAACD","","2005-07-04","M",""
"DBA4","2019-03-31","0BCB2A6E2F","DE","HERR","23CAAE041C","","7972BD2A68","","1982-03-24","M",""
"DBA4","2019-03-31","0BCDF1520B","NL","AB","661BE0DB20","","797E7A7810","","1970-01-29","M",""
"DBA4","2019-03-31","0BD035EAC5","NL","4F","9F7D953301","","95514AEEAE","","2016-02-26","M",""
"DBA4","2019-03-31","0BD4BADE12","DE","HERR","A4081A95C5","","4F86B28D55","","1999-01-19","M",""
"DBA4","2019-03-31","0BDFBA9682","DE","FRAU","6CC715D63A","","32C6B63AB6","","1974-03-04","F",""
"DBA4","2019-03-31","0BE9A4072D","DE","FRAU","1A1D35EA13","","9CEC179028","","1979-05-15","F",""
"DBA4","2019-03-31","0BF957CD59","DE","FRAU","10010DB9F3","","17E36145B5","","1963-10-25","F",""
"DBA4","2019-03-31","0BF9973DC7","DE","FRAU","C35CDD068D","","492FA03C7A","","1986-12-26","F",""
"DBA4","2019-03-31","0C026B5440","DE","HERR","A2CA660A9A","","88EFCB1CF6","","1969-11-04","M",""
"DBA4","2019-03-31","0C1791447C","NL","F5","AACBF25898","","3672BD02C8","","1961-06-30","F",""
"DBA4","2019-03-31","0C287B66F5","NL","43","2BE9B861DC","","AB68659090","","1966-12-28","F",""
"DBA4","2019-03-31","0C2B7476BC","DE","HERR","C1AE8AA618","","2903552A4A","","2012-05-23","M",""
"DBA4","2019-03-31","0C4EB18C69","DE","HERR","15F53CF74F","","5679DB922A","","1983-07-17","M",""
"DBA4","2019-03-31","0C57A33C10","NL","40","16D2CD19DA","","9DDD668E28","","2019-02-25","M",""
"DBA4","2019-03-31","0C77015CE0","DE","FRAU","C9F3C75C33","","1D63516C62","","1978-02-19","F",""
"DBA4","2019-03-31","0C78628D47","NL","CB","B14BBE079F","","C7D8FA904F","","2015-10-30","M",""
"DBA4","2019-03-31","0C79BC39CF","NL","2E","08F18CE8B2","","BAA26344FB","","1981-11-05","M",""
"DBA4","2019-03-31","0CA44D0EB9","DE","FRAU","1FEE6891C3","","4E82131660","","1967-12-24","F",""
"DBA4","2019-03-31","0CA50D627A","NL","C1","6473866813","","FD45DBF41A","","1983-08-10","M",""
"DBA4","2019-03-31","0CA6119CCC","DE","HERR","A128A20D20","","A55CFF8CC6","","2018-07-10","M",""
"DBA4","2019-03-31","0CAF93989C","NL","76","6A51E2967F","","71B6A9C82D","","2003-10-15","F",""
"DBA4","2019-03-31","0CC21A99A0","DE","FRAU","11B5B9E1C3","","D6C8E87CDF","","1993-04-02","F",""
"DBA4","2019-03-31","0CC8B25130","DE","HERR","856D84D5F2","","CBEE6EB728","","2007-06-21","M",""
"DBA4","2019-03-31","0CD201FDF0","DE","FRAU","EA5A9345F1","","0A111B135B","","2017-01-05","F",""
"DBA4","2019-03-31","0CE834D515","DE","FRAU","02FF5D4421","","F6DBC42790","","1965-01-15","F",""
"DBA4","2019-03-31","0D00552CD5","DE","HERR","F2DA1E6FFF","","8F9A17442B","","2003-12-30","M",""
"DBA4","2019-03-31","0D02DCBAC6","NL","51","F9DC77CECE","","A17E1BBA45","","1983-07-13","M",""
"DBA4","2019-03-31","0D0575AB56","DE","FRAU","0870A5E294","","DFBD7D7515","","1967-02-21","F",""
"DBA4","2019-03-31","0D0D19B6C0","NL","43","C3C6C3A478","","CE6D240502","","1966-01-18","F",""
"DBA4","2019-03-31","0D0FA9384F","DE","FRAU","CBE1F0F14C","","2972253572","","2005-06-01","F",""
"DBA4","2019-03-31","0D1E3A85CA","DE","FRAU","2D6642D269","","DCB640347D","","1964-09-06","F",""
"DBA4","2019-03-31","0D314F0641","NL","40","900D2BEADD","","0D21108F22","","1966-03-10","M",""
"DBA4","2019-03-31","0D3F812091","NL","A8","7D9D71280F","","5A43ED85F1","","1983-03-06","M",""
"DBA4","2019-03-31","0D50A08FE8","NL","E4","8A2E79E043","","9384ADAF19","","2014-04-16","M",""
